RD_NO,PERSON_TYPE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,SEX,AGE,SAFETY_EQUIPMENT,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,BAC_RESULT VALUE,CELL_PHONE_USE
359937,0,30,1,2,2,3,14,2,0,1,200,17,200,0,6,200,0,200,0,200,200
359937,1,30,1,2,2,3,14,2,0,1,200,17,200,200,200,200,200,200,200,200,200
359937,1,30,1,2,2,3,14,2,0,1,200,17,200,200,200,200,200,200,200,200,200
359942,0,30,2,2,2,3,0,5,0,1,200,200,200,2,200,200,5,200,200,200,200
359942,0,30,2,2,2,3,0,5,0,1,200,200,200,0,6,200,0,0,0,200,200
359944,0,30,0,0,2,3,2,3,0,1,200,0,0,2,200,200,200,200,200,200,200
359947,0,35,1,200,2,3,10,6,0,1,200,15,16,1,6,200,8,0,12,200,200
359947,0,35,1,200,2,3,10,6,0,1,200,15,16,1,6,200,200,0,0,200,200
359949,0,30,1,2,2,3,10,3,0,1,0,18,0,0,6,0,3,0,0,200,200
359949,0,30,1,2,2,3,10,3,0,1,0,18,0,1,8,0,0,0,0,200,200
359956,0,30,2,2,12,3,2,6,0,1,3,32,27,0,6,200,200,200,5,0.16,200
359957,0,15,0,0,2,0,7,6,0,1,0,34,200,0,5,200,0,0,200,200,200
359957,1,15,0,0,2,0,7,6,0,1,0,34,200,0,3,200,200,200,200,200,200
359957,1,15,0,0,2,0,7,6,0,1,0,34,200,0,200,200,200,200,200,200,200
359961,0,25,0,200,2,3,14,2,0,1,0,23,25,0,6,200,7,200,200,200,200
359961,0,25,0,200,2,3,14,2,0,1,0,23,25,1,6,200,200,200,200,200,200
359961,1,25,0,200,2,3,14,2,0,1,0,23,25,1,200,200,200,200,200,200,200
359962,0,30,1,200,2,3,14,2,0,1,200,23,21,1,5,200,7,200,200,200,200
359962,0,30,1,200,2,3,14,2,0,1,200,23,21,0,7,200,0,200,0,200,200
359962,1,30,1,200,2,3,14,2,0,1,200,23,21,0,5,200,200,200,200,200,200
359962,1,30,1,200,2,3,14,2,0,1,200,23,21,1,200,200,200,200,200,200,200
359962,1,30,1,200,2,3,14,2,0,1,200,23,21,0,5,200,200,200,200,200,200
359962,1,30,1,200,2,3,14,2,0,1,200,23,21,1,200,200,200,200,200,200,200
359967,0,30,0,0,2,3,7,5,0,1,0,25,32,1,5,200,12,0,5,0.17,200
359971,0,30,0,0,2,3,7,2,0,1,0,14,0,0,200,200,8,200,200,200,200
359973,0,30,0,0,2,3,10,5,0,1,0,0,0,1,200,200,200,200,200,200,200
359973,0,30,0,0,2,3,10,5,0,1,0,0,0,0,6,0,0,0,0,200,200
359973,0,30,0,0,2,3,10,5,0,1,0,0,0,1,4,0,0,0,0,200,200
359980,0,30,1,2,0,3,12,5,0,0,0,17,0,0,8,0,1,0,0,200,200
359980,0,30,1,2,0,3,12,5,0,0,0,17,0,0,6,0,0,0,0,200,200
359982,0,30,0,0,2,3,14,5,0,1,0,23,21,1,6,200,7,0,0,200,200
359982,0,30,0,0,2,3,14,5,0,1,0,23,21,0,4,200,0,0,0,200,200
359992,0,30,2,12,2,3,10,5,0,1,0,18,0,0,200,200,3,200,200,200,200
359992,0,30,2,12,2,3,10,5,0,1,0,18,0,0,7,0,0,0,0,200,200
359992,1,30,2,12,2,3,10,5,0,1,0,18,0,0,200,0,200,200,200,200,200
359993,0,30,1,2,0,3,10,5,0,1,0,18,200,1,200,200,3,200,200,200,200
359993,0,30,1,2,0,3,10,5,0,1,0,18,200,0,6,200,0,200,0,200,200
359993,1,30,1,2,0,3,10,5,0,1,0,18,200,0,200,200,200,200,200,200,200
359997,0,30,1,200,200,3,10,5,0,1,200,0,200,2,200,200,200,200,200,200,200
359997,0,30,1,200,200,3,10,5,0,1,200,0,200,1,6,0,0,200,0,200,200
359997,1,30,1,200,200,3,10,5,0,1,200,0,200,0,200,0,200,200,200,200,200
360000,0,35,0,0,0,3,7,5,0,1,0,14,14,1,6,0,8,200,200,200,200
360000,1,35,0,0,0,3,7,5,0,1,0,14,14,0,6,200,200,200,200,200,200
360004,0,30,1,2,200,200,10,2,0,200,200,200,200,0,200,200,200,200,200,200,200
360004,0,30,1,2,200,200,10,2,0,200,200,200,200,0,7,200,200,200,200,200,200
360007,0,30,0,0,0,3,10,5,0,0,0,18,0,1,200,200,3,200,200,200,200
360007,0,30,0,0,0,3,10,5,0,0,0,18,0,0,6,0,12,0,0,200,200
360010,0,30,1,2,2,3,4,5,0,1,12,11,0,0,5,200,12,0,0,200,200
360014,0,30,0,0,2,0,11,5,0,1,200,200,200,2,200,200,200,200,200,200,200
360014,0,30,0,0,2,0,11,5,0,1,200,200,200,1,6,0,0,0,0,200,200
360014,0,30,0,0,2,0,11,5,0,1,200,200,200,2,200,200,200,200,200,200,200
360026,0,30,0,0,2,3,2,5,5,1,0,15,34,0,5,200,8,0,0,200,200
360028,0,30,0,0,1,3,7,6,0,1,0,20,11,2,200,200,6,200,200,200,200
360037,0,30,1,2,0,3,0,2,0,1,0,16,200,0,6,0,8,0,0,200,200
360037,0,30,1,2,0,3,0,2,0,1,0,16,200,0,5,0,0,0,0,200,200
360042,0,30,2,0,2,3,14,5,0,1,0,200,200,1,200,200,1,200,200,200,200
360042,0,30,2,0,2,3,14,5,0,1,0,200,200,0,4,2,0,0,7,200,200
360043,0,30,1,2,0,3,12,5,0,1,0,22,200,0,6,200,2,0,200,200,200
360043,0,30,1,2,0,3,12,5,0,1,0,22,200,0,6,0,0,0,0,200,200
360044,0,15,0,0,2,3,2,0,0,1,200,33,200,0,6,200,0,12,0,200,200
360044,1,15,0,0,2,3,2,0,0,1,200,33,200,200,200,200,200,200,200,200,200
360046,0,30,0,0,2,3,7,6,0,1,0,10,25,2,200,200,9,200,200,200,200
360050,0,30,0,0,2,3,7,6,0,1,0,0,200,2,200,200,200,200,200,200,200
360054,0,35,2,0,2,0,0,5,0,1,0,34,12,1,5,0,1,0,1,200,200
360054,0,35,2,0,2,0,0,5,0,1,0,34,12,0,6,0,0,0,0,200,200
360054,1,35,2,0,2,0,0,5,0,1,0,34,12,1,5,0,200,200,200,200,200
360056,0,30,0,0,0,3,7,3,0,1,0,32,10,0,5,200,11,200,5,200,200
360059,0,30,0,0,0,3,2,3,0,0,0,0,0,0,6,1,200,200,200,200,200
360059,1,30,0,0,0,3,2,3,0,0,0,0,0,0,6,200,200,200,200,200,200
360060,0,30,0,0,0,3,2,0,0,1,0,16,200,0,200,200,13,200,200,200,200
360060,1,30,0,0,0,3,2,0,0,1,0,16,200,0,200,200,200,200,200,200,200
360069,0,30,0,0,2,3,10,5,0,1,0,18,34,0,5,0,3,0,0,200,200
360069,0,30,0,0,2,3,10,5,0,1,0,18,34,1,6,0,0,0,0,200,200
360073,0,30,2,2,0,4,0,5,0,0,0,5,200,0,200,200,5,200,200,200,200
360073,0,30,2,2,0,4,0,5,0,0,0,5,200,1,6,0,0,0,0,200,200
360073,1,30,2,2,0,4,0,5,0,0,0,5,200,1,200,200,200,200,200,200,200
360079,0,20,0,0,0,2,12,6,0,0,200,17,200,0,200,200,1,200,200,200,200
360079,0,20,0,0,0,2,12,6,0,0,200,17,200,1,5,200,0,200,1,200,200
360079,1,20,0,0,0,2,12,6,0,0,200,17,200,0,5,200,200,200,200,200,200
360079,1,20,0,0,0,2,12,6,0,0,200,17,200,1,3,200,200,200,200,200,200
360087,0,30,1,2,0,1,10,2,0,1,0,11,200,1,5,0,1,0,0,200,200
360087,0,30,1,2,0,1,10,2,0,1,0,11,200,1,6,0,0,0,0,200,200
360096,0,30,0,0,2,0,7,6,0,1,0,0,200,1,200,200,200,200,200,200,200
360096,1,30,0,0,2,0,7,6,0,1,0,0,200,1,5,7,200,200,200,200,200
360105,0,20,0,2,2,3,0,6,0,1,0,23,34,0,7,200,7,0,0,200,200
360105,0,20,0,2,2,3,0,6,0,1,0,23,34,0,4,200,200,0,0,200,200
360107,0,30,0,0,1,1,7,2,0,0,0,19,16,0,200,200,12,200,200,200,200
360119,0,30,0,0,2,1,7,5,0,1,0,21,200,0,5,0,4,0,0,200,200
360121,0,40,0,0,2,2,2,3,0,1,0,34,0,1,6,0,8,0,0,200,200
360127,0,30,0,200,2,3,6,3,0,1,0,27,200,1,5,0,12,200,2,200,200
360129,0,30,0,0,2,2,2,5,0,1,0,34,0,0,6,200,12,4,0,200,200
360131,0,30,0,0,2,1,7,7,2,1,0,0,200,1,6,200,12,200,0,200,200
360132,0,30,0,0,2,0,5,6,3,1,0,34,200,0,200,0,8,0,0,200,200
360139,0,30,0,0,0,1,7,7,0,0,0,0,0,0,200,200,200,200,200,200,200
360145,0,30,0,0,2,1,3,5,0,1,0,27,21,0,6,200,12,200,3,0.32,200
360145,0,30,0,0,2,1,3,5,0,1,0,27,21,0,5,200,0,0,0,200,200
360145,1,30,0,0,2,1,3,5,0,1,0,27,21,1,5,200,200,200,200,200,200
360146,0,30,0,0,2,0,10,5,0,1,0,18,16,2,200,200,9,200,200,200,200
360146,0,30,0,0,2,0,10,5,0,1,0,18,16,0,6,0,0,0,0,200,200
360146,0,30,0,0,2,0,10,5,0,1,0,18,16,0,200,200,0,0,0,200,200
360147,0,30,1,2,2,1,10,5,0,1,0,18,17,0,6,200,3,0,0,200,200
360147,0,30,1,2,2,1,10,5,0,1,0,18,17,0,6,200,0,0,0,200,200
360147,1,30,1,2,2,1,10,5,0,1,0,18,17,1,200,200,200,200,200,200,200
360151,0,30,0,0,200,1,12,5,0,200,200,21,22,1,7,200,4,200,0,200,200
360151,0,30,0,0,200,1,12,5,0,200,200,21,22,0,6,0,0,0,0,200,200
360181,0,30,1,2,2,1,10,2,0,1,0,18,18,0,6,0,3,0,0,200,200
360181,0,30,1,2,2,1,10,2,0,1,0,18,18,1,6,0,0,0,0,200,200
360196,0,30,1,2,0,1,10,5,0,0,0,0,0,1,7,0,12,0,0,200,200
360196,0,30,1,2,0,1,10,5,0,0,0,0,0,1,6,0,0,0,200,200,200
360201,0,30,0,0,2,1,9,5,2,1,200,34,0,0,8,0,200,200,0,200,200
360201,5,30,0,0,2,1,9,5,2,1,200,34,0,0,7,7,0,200,0,200,200
360203,0,35,1,2,2,1,14,3,0,1,0,0,0,1,7,0,200,200,0,200,200
360203,0,35,1,2,2,1,14,3,0,1,0,0,0,0,6,0,0,0,0,200,200
360203,1,35,1,2,2,1,14,3,0,1,0,0,0,200,200,200,200,200,200,200,200
360203,1,35,1,2,2,1,14,3,0,1,0,0,0,200,200,200,200,200,200,200,200
360210,0,30,1,2,2,1,14,5,0,1,0,23,200,0,200,200,7,200,200,200,200
360210,0,30,1,2,2,1,14,5,0,1,0,23,200,1,7,0,0,0,0,200,200
360211,0,30,2,2,2,3,0,5,0,1,0,5,17,0,5,200,5,0,0,200,200
360211,0,30,2,2,2,3,0,5,0,1,0,5,17,1,7,0,0,0,0,200,200
360213,0,30,2,2,2,1,10,2,0,1,0,0,0,0,6,0,200,0,0,200,200
360213,0,30,2,2,2,1,10,2,0,1,0,0,0,0,5,0,0,0,0,200,200
360216,0,35,0,0,2,0,10,5,0,0,0,0,0,0,200,200,0,200,200,200,200
360216,0,35,0,0,2,0,10,5,0,0,0,0,0,0,4,0,0,0,0,200,200
360219,0,25,1,2,2,1,10,5,0,1,0,200,200,0,6,200,12,0,0,200,200
360219,0,25,1,2,2,1,10,5,0,1,0,200,200,0,6,200,0,0,0,200,200
360220,0,30,2,2,2,1,14,5,0,1,0,17,5,1,6,0,1,0,0,200,200
360220,0,30,2,2,2,1,14,5,0,1,0,17,5,0,5,0,0,0,0,200,200
360220,1,30,2,2,2,1,14,5,0,1,0,17,5,200,200,0,200,200,200,200,200
360220,1,30,2,2,2,1,14,5,0,1,0,17,5,200,200,0,200,200,200,200,200
360222,0,35,0,0,0,1,12,5,0,0,0,0,0,0,200,200,200,200,200,200,200
360222,0,35,0,0,0,1,12,5,0,0,0,0,0,1,6,0,0,0,0,200,200
360233,5,30,0,0,2,1,4,2,0,1,0,13,34,0,200,7,12,200,200,200,200
360233,0,30,0,0,2,1,4,2,0,1,0,13,34,1,9,0,12,4,0,200,200
360238,0,30,0,0,2,2,10,2,0,1,0,0,34,2,7,200,200,200,200,200,200
360238,0,30,0,0,2,2,10,2,0,1,0,0,34,0,6,7,0,0,0,200,200
360241,0,35,1,2,2,1,0,6,0,1,0,0,5,1,7,0,200,0,0,200,200
360241,0,35,1,2,2,1,0,6,0,1,0,0,5,1,200,200,200,0,0,200,200
360243,0,30,0,0,2,1,14,5,0,1,0,17,16,0,5,0,0,0,0,200,200
360243,0,30,0,0,2,1,14,5,0,1,0,17,16,0,6,1,1,0,0,200,200
360243,1,30,0,0,2,1,14,5,0,1,0,17,16,0,5,0,200,200,200,200,200
360245,0,15,0,0,2,1,7,5,0,1,0,34,0,1,6,0,0,0,0,200,200
360245,1,15,0,0,2,1,7,5,0,1,0,34,0,0,200,5,200,200,200,200,200
360252,0,30,0,0,2,1,7,5,0,1,0,20,0,0,200,200,200,200,200,200,200
360254,0,30,0,0,2,1,7,6,0,1,0,200,200,0,7,200,12,4,0,200,200
360255,0,30,0,0,2,1,14,2,0,1,0,23,0,1,8,0,7,0,0,200,200
360255,0,30,0,0,2,1,14,2,0,1,0,23,0,1,7,0,0,0,0,200,200
360269,0,30,0,0,0,1,7,5,0,200,0,0,200,2,200,200,200,200,200,200,200
360270,0,30,1,2,2,1,10,2,0,1,0,18,16,1,6,0,3,4,0,200,200
360270,0,30,1,2,2,1,10,2,0,1,0,18,16,1,7,0,0,0,0,200,200
360270,1,30,1,2,2,1,10,2,0,1,0,18,16,1,2,0,200,200,200,200,200
360270,1,30,1,2,2,1,10,2,0,1,0,18,16,0,7,0,200,200,200,200,200
360270,1,30,1,2,2,1,10,2,0,1,0,18,16,0,7,0,200,200,200,200,200
360270,1,30,1,2,2,1,10,2,0,1,0,18,16,1,7,0,200,200,200,200,200
360274,0,30,0,0,0,1,12,3,0,0,0,17,17,0,200,200,1,200,200,200,200
360274,0,30,0,0,0,1,12,3,0,0,0,17,17,0,7,0,0,0,0,200,200
360274,1,30,0,0,0,1,12,3,0,0,0,17,17,1,6,0,200,200,200,200,200
360274,1,30,0,0,0,1,12,3,0,0,0,17,17,0,200,200,200,200,200,200,200
360276,0,35,0,0,2,1,10,5,0,1,0,0,0,2,200,200,0,200,200,200,200
360276,0,35,0,0,2,1,10,5,0,1,0,0,0,0,9,0,0,0,0,200,200
360276,1,35,0,0,2,1,10,5,0,1,0,0,0,1,8,0,200,200,200,200,200
360283,0,30,2,2,0,1,0,5,0,1,0,17,200,1,8,0,1,0,0,200,200
360283,0,30,2,2,0,1,0,5,0,1,0,17,200,1,200,0,14,0,0,200,200
360283,1,30,2,2,0,1,0,5,0,1,0,17,200,0,200,0,200,200,200,200,200
360286,0,30,2,2,2,1,10,6,0,1,0,5,18,1,5,0,5,0,0,200,200
360286,0,30,2,2,2,1,10,6,0,1,0,5,18,0,6,0,12,0,0,200,200
360294,0,45,0,0,2,1,10,3,0,1,0,18,15,0,7,200,8,200,200,200,200
360294,0,45,0,0,2,1,10,3,0,1,0,18,15,1,7,0,0,0,0,200,200
360305,0,30,0,0,1,1,7,5,0,0,0,0,200,0,200,200,200,200,200,200,200
360305,1,30,0,0,1,1,7,5,0,0,0,0,200,1,7,0,200,200,200,200,200
360307,0,30,0,0,0,1,7,7,0,0,0,20,20,0,6,0,6,5,0,200,200
360307,1,30,0,0,0,1,7,7,0,0,0,20,20,1,6,0,200,200,200,200,200
360307,1,30,0,0,0,1,7,7,0,0,0,20,20,1,2,0,200,200,200,200,200
360307,1,30,0,0,0,1,7,7,0,0,0,20,20,1,2,0,200,200,200,200,200
360328,0,0,0,0,1,1,4,6,0,1,1,29,200,0,200,200,0,0,0,200,200
360332,0,30,0,0,2,200,7,2,0,1,0,18,0,2,200,200,3,200,200,200,200
360339,0,25,0,0,0,1,7,5,0,0,0,0,0,2,200,200,200,200,200,200,200
360341,0,25,0,0,1,1,12,5,0,0,0,11,200,0,7,200,200,0,0,200,200
360341,0,25,0,0,1,1,12,5,0,0,0,11,200,0,6,200,200,0,0,200,200
360349,0,30,2,2,2,1,0,5,0,1,0,5,200,0,2,0,5,0,0,200,200
360349,0,30,2,2,2,1,0,5,0,1,0,5,200,1,5,0,0,0,0,200,200
360349,1,30,2,2,2,1,0,5,0,1,0,5,200,0,200,0,200,200,200,200,200
360349,1,30,2,2,2,1,0,5,0,1,0,5,200,0,2,200,200,200,200,200,200
360353,0,30,1,2,0,3,10,2,0,1,0,0,0,0,5,200,3,200,200,200,200
360353,0,30,1,2,0,3,10,2,0,1,0,0,0,0,5,0,0,0,0,200,200
360353,1,30,1,2,0,3,10,2,0,1,0,0,0,0,8,0,200,200,200,200,200
360353,1,30,1,2,0,3,10,2,0,1,0,0,0,1,7,0,200,200,200,200,200
360356,0,30,0,0,2,1,7,6,0,1,0,200,200,2,200,200,200,200,200,200,200
360359,0,30,1,2,0,1,10,5,0,1,0,0,0,1,200,0,12,0,0,200,200
360359,0,30,1,2,0,1,10,5,0,1,0,0,0,1,6,0,0,0,0,200,200
360359,1,30,1,2,0,1,10,5,0,1,0,0,0,0,200,0,200,200,200,200,200
360359,1,30,1,2,0,1,10,5,0,1,0,0,0,0,200,0,200,200,200,200,200
360359,1,30,1,2,0,1,10,5,0,1,0,0,0,1,200,0,200,200,200,200,200
360359,1,30,1,2,0,1,10,5,0,1,0,0,0,1,200,0,200,200,200,200,200
360361,0,30,1,2,2,1,14,1,0,1,200,18,0,1,6,200,200,200,0,200,200
360361,0,30,1,2,2,1,14,1,0,1,200,18,0,1,4,200,0,200,0,200,200
360366,0,30,0,0,2,1,12,3,0,1,0,15,0,1,6,200,8,0,0,200,200
360366,0,30,0,0,2,1,12,3,0,1,0,15,0,1,5,200,0,0,0,200,200
360367,0,35,1,2,2,1,14,2,0,1,0,34,0,0,5,0,3,12,0,200,200
360367,0,35,1,2,2,1,14,2,0,1,0,34,0,0,6,0,0,0,0,200,200
360367,1,35,1,2,2,1,14,2,0,1,0,34,0,0,7,0,200,200,200,200,200
360367,1,35,1,2,2,1,14,2,0,1,0,34,0,1,4,0,200,200,200,200,200
360367,1,35,1,2,2,1,14,2,0,1,0,34,0,1,3,0,200,200,200,200,200
360372,0,35,1,2,2,1,14,1,0,1,0,17,16,0,9,200,1,0,0,200,200
360372,0,35,1,2,2,1,14,1,0,1,0,17,16,0,7,200,0,0,0,200,200
360374,0,40,3,2,2,1,10,2,0,1,0,16,15,0,5,200,12,0,0,200,200
360374,0,40,3,2,2,1,10,2,0,1,0,16,15,1,6,200,3,0,0,200,200
360374,1,40,3,2,2,1,10,2,0,1,0,16,15,0,6,200,200,200,200,200,200
360380,0,30,200,200,2,1,2,3,0,1,0,0,200,1,4,200,12,0,0,200,200
360386,0,30,1,2,0,1,14,5,0,0,0,17,18,2,200,200,1,200,200,200,200
360386,0,30,1,2,0,1,14,5,0,0,0,17,18,1,6,0,0,0,0,200,200
360386,0,30,1,2,0,1,14,5,0,0,0,17,18,0,200,200,1,200,200,200,200
360386,1,30,1,2,0,1,14,5,0,0,0,17,18,0,200,0,200,200,200,200,200
360389,0,30,2,2,0,1,14,5,0,0,0,5,200,1,7,0,7,0,0,200,200
360389,0,30,2,2,0,1,14,5,0,0,0,5,200,1,6,0,0,0,0,200,200
360389,1,30,2,2,0,1,14,5,0,0,0,5,200,0,200,0,200,200,200,200,200
360394,0,30,2,2,1,1,0,2,0,1,0,5,17,1,9,0,5,12,200,200,200
360394,0,30,2,2,1,1,0,2,0,1,0,5,17,1,6,0,0,0,0,200,200
360394,1,30,2,2,1,1,0,2,0,1,0,5,17,0,2,5,200,200,200,200,200
360403,0,30,2,2,2,1,10,5,0,1,0,18,200,0,200,200,12,200,200,200,200
360403,0,30,2,2,2,1,10,5,0,1,0,18,200,0,5,0,0,0,0,200,200
360403,1,30,2,2,2,1,10,5,0,1,0,18,200,0,200,0,200,200,200,200,200
360403,1,30,2,2,2,1,10,5,0,1,0,18,200,0,1,200,200,200,200,200,200
360409,0,30,0,0,2,1,0,5,0,1,0,0,0,1,6,0,0,200,0,200,200
360411,0,30,0,0,0,1,0,2,0,0,0,17,0,1,7,0,1,0,0,200,200
360411,0,30,0,0,0,1,0,2,0,0,0,17,0,1,5,0,0,0,0,200,200
360411,1,30,0,0,0,1,0,2,0,0,0,17,0,1,2,5,200,200,200,200,200
360411,1,30,0,0,0,1,0,2,0,0,0,17,0,0,2,5,200,200,200,200,200
360411,1,30,0,0,0,1,0,2,0,0,0,17,0,1,1,5,200,200,200,200,200
360412,0,30,0,0,0,1,12,2,0,1,0,22,200,0,9,0,4,0,0,200,200
360412,0,30,0,0,0,1,12,2,0,1,0,22,200,1,5,0,0,0,0,200,200
360413,0,35,0,0,0,1,7,5,0,0,0,0,0,2,200,200,0,200,200,200,200
360415,0,30,0,0,2,1,2,5,0,1,0,34,34,1,7,200,12,0,0,200,200
360419,0,30,0,0,2,1,12,5,0,1,0,23,200,1,6,200,1,0,0,200,200
360419,0,30,0,0,2,1,12,5,0,1,0,23,200,1,5,200,0,0,0,200,200
360419,1,30,0,0,2,1,12,5,0,1,0,23,200,1,200,200,200,200,200,200,200
360419,1,30,0,0,2,1,12,5,0,1,0,23,200,1,200,200,200,200,200,200,200
360421,0,30,0,0,1,1,2,5,0,1,0,23,200,0,5,0,4,0,0,200,200
360423,0,30,0,0,0,1,10,6,0,0,0,20,20,1,6,0,6,5,0,200,200
360423,0,30,0,0,0,1,10,6,0,0,0,20,20,1,5,0,12,5,0,200,200
360423,1,30,0,0,0,1,10,6,0,0,0,20,20,1,8,0,200,200,200,200,200
360423,1,30,0,0,0,1,10,6,0,0,0,20,20,1,7,0,200,200,200,200,200
360423,1,30,0,0,0,1,10,6,0,0,0,20,20,0,3,0,200,200,200,200,200
360423,1,30,0,0,0,1,10,6,0,0,0,20,20,1,5,5,200,200,200,200,200
360423,1,30,0,0,0,1,10,6,0,0,0,20,20,1,1,0,200,200,200,200,200
360429,0,30,1,2,0,1,14,3,0,1,0,17,200,0,200,0,0,0,0,200,200
360429,0,30,1,2,0,1,14,3,0,1,0,17,200,0,200,0,1,0,0,200,200
360429,1,30,1,2,0,1,14,3,0,1,0,17,200,1,200,200,200,200,200,200,200
360438,0,15,0,0,1,1,3,7,0,0,0,20,200,1,200,200,6,200,200,200,200
360438,0,15,0,0,1,1,3,7,0,0,0,20,200,1,6,0,0,0,0,200,200
360441,0,30,0,0,0,1,10,5,0,0,0,18,200,0,3,0,200,0,0,200,200
360441,0,30,0,0,0,1,10,5,0,0,0,18,200,0,5,0,0,0,0,200,200
360441,0,30,0,0,0,1,10,5,0,0,0,18,200,0,200,200,0,200,200,200,200
360444,0,30,1,2,2,1,14,6,0,1,0,23,200,1,7,200,7,200,200,200,200
360444,0,30,1,2,2,1,14,6,0,1,0,23,200,0,5,0,0,0,0,200,200
360445,0,30,0,0,2,1,10,5,0,1,0,18,200,1,7,0,3,0,0,200,200
360445,0,30,0,0,2,1,10,5,0,1,0,18,200,1,5,0,0,0,0,200,200
360445,1,30,0,0,2,1,10,5,0,1,0,18,200,0,6,0,200,200,200,200,200
360452,0,20,2,2,2,1,10,2,0,1,0,16,200,0,6,200,3,0,200,200,200
360452,0,20,2,2,2,1,10,2,0,1,0,16,200,0,6,0,0,0,0,200,200
360452,1,20,2,2,2,1,10,2,0,1,0,16,200,1,6,0,200,200,200,200,200
360452,1,20,2,2,2,1,10,2,0,1,0,16,200,1,1,0,200,200,200,200,200
360452,1,20,2,2,2,1,10,2,0,1,0,16,200,1,2,0,200,200,200,200,200
360456,0,30,0,0,0,1,10,5,0,0,0,18,0,0,4,0,0,0,0,200,200
360456,0,30,0,0,0,1,10,5,0,0,0,18,0,1,6,0,0,0,0,200,200
360459,0,30,1,2,0,1,10,5,0,0,0,20,200,0,200,0,6,0,0,200,200
360459,0,30,1,2,0,1,10,5,0,0,0,20,200,0,7,0,12,0,0,200,200
360464,0,35,0,0,1,1,12,5,0,200,200,17,200,0,6,200,1,200,0,200,200
360464,0,35,0,0,1,1,12,5,0,200,200,17,200,0,7,200,0,200,0,200,200
360481,0,30,1,2,0,1,10,5,0,0,0,18,16,1,200,200,3,200,200,200,200
360481,0,30,1,2,0,1,10,5,0,0,0,18,16,0,7,0,0,0,0,200,200
360483,0,30,0,0,0,1,7,5,0,1,0,11,200,1,5,0,10,0,0,200,200
360483,1,30,0,0,0,1,7,5,0,1,0,11,200,1,4,0,200,200,200,200,200
360484,0,30,0,0,2,1,7,5,0,1,0,0,0,2,200,200,200,200,200,200,200
360487,0,30,1,2,0,1,12,3,0,0,0,22,200,1,200,200,2,200,200,200,200
360487,0,30,1,2,0,1,12,3,0,0,0,22,200,1,5,0,0,0,0,200,200
360491,0,30,2,2,0,1,12,5,0,1,0,0,0,0,6,0,4,0,0,200,200
360491,0,30,2,2,0,1,12,5,0,1,0,0,0,1,5,0,1,0,0,200,200
360492,0,25,0,0,0,1,12,6,0,1,0,17,200,0,5,0,1,200,0,200,200
360492,0,25,0,0,0,1,12,6,0,1,0,17,200,0,8,0,0,200,0,200,200
360497,0,30,0,0,0,1,7,2,0,0,0,0,0,1,200,200,200,200,200,200,200
360497,1,30,0,0,0,1,7,2,0,0,0,0,0,1,5,200,200,200,200,200,200
360504,0,35,1,2,1,1,10,3,0,0,0,16,200,1,5,0,12,0,0,200,200
360504,0,35,1,2,1,1,10,3,0,0,0,16,200,1,5,0,0,0,0,200,200
360504,1,35,1,2,1,1,10,3,0,0,0,16,200,1,5,0,200,200,200,200,200
360504,1,35,1,2,1,1,10,3,0,0,0,16,200,1,5,0,200,200,200,200,200
360504,1,35,1,2,1,1,10,3,0,0,0,16,200,0,5,0,200,200,200,200,200
360507,0,15,0,0,0,1,7,7,0,0,0,0,0,2,200,200,200,200,200,200,200
360508,0,30,200,200,0,1,7,5,0,200,200,20,200,0,6,200,6,200,0,200,200
360509,0,30,2,2,1,1,10,3,0,1,0,0,200,1,6,1,200,200,0,200,200
360509,0,30,2,2,1,1,10,3,0,1,0,0,200,0,5,0,0,0,0,200,200
360509,1,30,2,2,1,1,10,3,0,1,0,0,200,1,5,0,200,200,200,200,200
360516,0,30,0,0,0,1,12,6,0,0,0,200,200,0,7,0,200,0,0,200,200
360516,0,30,0,0,0,1,12,6,0,0,0,200,200,0,8,0,0,0,0,200,200
360516,1,30,0,0,0,1,12,6,0,0,0,200,200,0,200,0,200,200,200,200,200
360528,0,10,0,0,0,1,0,7,0,0,200,17,17,1,6,0,1,0,0,200,200
360528,0,10,0,0,0,1,0,7,0,0,200,17,17,1,7,0,0,0,0,200,200
360535,0,35,1,2,0,1,14,5,0,0,0,23,200,0,200,200,7,0,200,200,200
360535,0,35,1,2,0,1,14,5,0,0,0,23,200,1,7,0,0,0,0,200,200
360536,0,30,0,0,1,1,10,5,0,0,0,0,0,1,6,200,200,0,0,200,200
360536,0,30,0,0,1,1,10,5,0,0,0,0,0,1,5,200,200,0,0,200,200
360536,0,30,0,0,1,1,10,5,0,0,0,0,0,1,5,200,200,0,0,200,200
360536,0,30,0,0,1,1,10,5,0,0,0,0,0,0,5,200,200,0,0,200,200
360536,1,30,0,0,1,1,10,5,0,0,0,0,0,1,200,200,200,200,200,200,200
360538,0,25,1,2,1,1,14,12,0,200,200,21,200,1,5,200,7,0,0,200,200
